2026-08-28T12:44:30.802821+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:44:44.177197+00:00,ssh_login,10.163.202.51,ok,
2026-08-28T12:44:51.473089+00:00,ping,10.163.202.51,ok,
2026-08-28T12:45:04.102609+00:00,ssh_login,10.163.202.51,ok,
2026-08-28T12:45:24.325193+00:00,ssh_login,192.168.242.130,ok,
2026-08-28T12:45:29.799123+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:45:41.395428+00:00,ping,10.163.202.52,ok,
2026-08-28T12:46:00.734015+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:46:17.344200+00:00,ssh_login,10.163.202.52,ok,
2026-08-28T12:46:27.808498+00:00,sftp_transfer,192.168.242.130,error,size mismatch in put!  0 != 3111
2026-08-28T12:46:44.747615+00:00,ping,10.163.202.50,ok,
2026-08-28T12:46:53.870920+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:47:01.791050+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:47:11.801860+00:00,ping,10.163.202.51,ok,
2026-08-28T12:47:19.246325+00:00,sftp_transfer,10.163.202.52,ok,
2026-08-28T12:47:29.427176+00:00,ping,192.168.242.130,ok,
2026-08-28T12:47:37.270006+00:00,ping,10.163.202.50,ok,
2026-08-28T12:47:49.255418+00:00,ping,10.163.202.50,ok,
2026-08-28T12:48:09.199508+00:00,ping,10.163.202.50,ok,
2026-08-28T12:48:25.396431+00:00,ping,10.163.202.50,ok,
2026-08-28T12:48:44.063388+00:00,ssh_login,10.163.202.50,ok,
2026-08-28T12:48:59.988686+00:00,ping,10.163.202.52,ok,
2026-08-28T12:49:17.449761+00:00,sftp_transfer,10.163.202.50,ok,
2026-08-28T12:49:29.145769+00:00,ssh_login,10.163.202.52,ok,
2026-08-28T12:49:41.120206+00:00,ping,10.163.202.51,ok,
2026-08-28T12:49:57.379214+00:00,ping,10.163.202.52,ok,
2026-08-28T12:50:05.864409+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:50:17.715473+00:00,ping,10.163.202.50,ok,
2026-08-28T12:50:36.512260+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:50:47.517712+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:51:01.019201+00:00,sftp_transfer,10.163.202.52,ok,
2026-08-28T12:51:10.680193+00:00,sftp_transfer,10.163.202.52,ok,
2026-08-28T12:51:19.783735+00:00,ping,10.163.202.52,ok,
2026-08-28T12:51:35.544695+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:51:43.575042+00:00,ping,10.163.202.52,ok,
2026-08-28T12:52:00.919072+00:00,ssh_login,10.163.202.50,ok,
2026-08-28T12:52:08.658652+00:00,ping,10.163.202.50,ok,
2026-08-28T12:52:18.487163+00:00,ping,10.163.202.50,ok,
2026-08-28T12:52:24.152285+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:52:32.182825+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:52:48.260056+00:00,ssh_login,10.163.202.50,ok,
2026-08-28T12:52:59.103238+00:00,ssh_login,192.168.242.130,ok,
2026-08-28T12:53:06.419782+00:00,ping,10.163.202.51,ok,
2026-08-28T12:53:20.815977+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:53:37.385110+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:53:50.484686+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:54:04.082907+00:00,ping,192.168.242.130,ok,
2026-08-28T12:54:10.159796+00:00,ping,192.168.242.130,ok,
2026-08-28T12:54:30.771528+00:00,ping,10.163.202.52,ok,
2026-08-28T12:54:50.419050+00:00,ping,192.168.242.130,ok,
2026-08-28T12:55:03.355709+00:00,ssh_login,192.168.242.130,ok,
2026-08-28T12:55:16.015952+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:55:31.003820+00:00,ssh_login,192.168.242.130,ok,
2026-08-28T12:55:45.810530+00:00,ssh_login,10.163.202.50,ok,
2026-08-28T12:55:52.432600+00:00,ssh_login,10.163.202.50,ok,
2026-08-28T12:56:06.662209+00:00,ping,10.163.202.52,ok,
2026-08-28T12:56:26.442487+00:00,http,192.168.242.130,ok,status=200
2026-08-28T12:56:40.307217+00:00,ping,10.163.202.51,ok,
2026-08-28T12:56:58.030787+00:00,ssh_login,192.168.242.130,ok,
